product_id,name,description,dimensions,brand,category,material,image_url,seller,seller_address,price,stock_quantity
P1168,NatureMark Phone Case,Protective and lightweight phone case with precise cutouts.,27x9x14 cm,NatureMark,Phone Case,Stainless Steel,https://thvnext.bing.com/th?q=iPhone+6s+Plus+Phone+Cases&w=120&h=120&c=1&rs=1&qlt=90&cb=1&dpr=1.1&pid=InlineBlock&mkt=en-IN&cc=IN&setlang=en&adlt=strict&t=1&mw=247,Verde Suppliers,"Mumbai, India",82.45,53
P1179,PlanetWear Phone Case,Protective and lightweight phone case with precise cutouts.,21x42x6 cm,PlanetWear,Phone Case,PVC,https://thvnext.bing.com/th/id/OIP.hgRy62elQUpCEuxSLGN06QHaHa?w=178&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Chennai, India",72.37,91
P1184,ReThink Phone Case,Protective and lightweight phone case with precise cutouts.,36x31x20 cm,ReThink,Phone Case,Paper (recycled),https://thvnext.bing.com/th/id/OIP.bCCu-lvaPq30deUot3tczgHaHa?w=194&h=194&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Mumbai, India",88.11,96
P1186,Verde Phone Case,Protective and lightweight phone case with precise cutouts.,32x17x16 cm,Verde,Phone Case,Aluminum (primary),https://thvnext.bing.com/th?q=IMX+163+Phone+Cases&w=120&h=120&c=1&rs=1&qlt=90&cb=1&dpr=1.1&pid=InlineBlock&mkt=en-IN&cc=IN&setlang=en&adlt=strict&t=1&mw=247,EcoGoods Hub,"Delhi, India",41.14,95
P1190,GreenGear Phone Case,Protective and lightweight phone case with precise cutouts.,40x8x1 cm,GreenGear,Phone Case,Glass (recycled),https://thvnext.bing.com/th?q=Girl+Phone+Cases&w=120&h=120&c=1&rs=1&qlt=90&cb=1&dpr=1.1&pid=InlineBlock&mkt=en-IN&cc=IN&setlang=en&adlt=strict&t=1&mw=247,Nature's Store,"Bangalore, India",33.25,81
P1192,GreenGear Phone Case,Protective and lightweight phone case with precise cutouts.,26x12x19 cm,GreenGear,Phone Case,Aluminum (primary),https://thvnext.bing.com/th?id=OIF.kwi5WeGj0KbhomRW%2fq0o5g&w=222&h=220&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Mumbai, India",69.12,12
P1194,PlanetWear Phone Case,Protective and lightweight phone case with precise cutouts.,26x48x3 cm,PlanetWear,Phone Case,LDPE,https://thvnext.bing.com/th/id/OIF.UItY5AQzLgclsk8yLbbAEA?w=222&h=220&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Hyderabad, India",52.31,100
P1006,EarthWise Shopping Bag,Spacious and foldable shopping bag for groceries and more.,27x23x7 cm,EarthWise,Shopping Bag,Copper,https://tse1.mm.bing.net/th/id/OIP.1SANgGCjOmLITMIHOyv-CAHaHa?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,GreenMart,"Mumbai, India",14.68,83
P1010,EcoChoice Shopping Bag,Spacious and foldable shopping bag for groceries and more.,27x36x16 cm,EcoChoice,Shopping Bag,PP,https://thvnext.bing.com/th/id/OIP.iDDuA6HSJl_0SWMqKx3amAHaGu?w=200&h=182&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,GreenMart,"Delhi, India",89.45,58
P1011,GreenGear Shopping Bag,Spacious and foldable shopping bag for groceries and more.,40x14x3 cm,GreenGear,Shopping Bag,Copper,https://thvnext.bing.com/th/id/OIP.S_W3cuFKpDomKPIsZpJ2oQHaHa?w=182&h=182&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EcoGoods Hub,"Hyderabad, India",97.57,27
P1014,EcoChoice Shopping Bag,Spacious and foldable shopping bag for groceries and more.,11x6x10 cm,EcoChoice,Shopping Bag,PVC,https://thvnext.bing.com/th/id/OIP.C5KgPPyEC54sehUKogXc3AHaHa?w=187&h=188&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Chennai, India",52.99,59
P1019,NatureMark Shopping Bag,Spacious and foldable shopping bag for groceries and more.,15x5x4 cm,NatureMark,Shopping Bag,Cotton (non-organic),https://thvnext.bing.com/th/id/OIP.Wzi4-CVRYS2r10GK7Qr9OwHaHa?w=180&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Mumbai, India",8.26,82
P1022,ReThink Shopping Bag,Spacious and foldable shopping bag for groceries and more.,43x5x2 cm,ReThink,Shopping Bag,HDPE,https://thvnext.bing.com/th/id/OIP.tsDk7Z2_8NbRzTZph83fNAHaJL?w=141&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Chennai, India",56.89,32
P1026,Verde Shopping Bag,Spacious and foldable shopping bag for groceries and more.,17x9x14 cm,Verde,Shopping Bag,Stainless Steel,https://thvnext.bing.com/th/id/OIP.JOxSFfieBnj1PBh1ymAM7wHaGz?w=199&h=182&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EarthOutlet,"Bangalore, India",22.25,36
P1038,GreenGear Shopping Bag,Spacious and foldable shopping bag for groceries and more.,47x44x5 cm,GreenGear,Shopping Bag,Copper,https://example.com/images/product_39.jpg,Nature's Store,"Chennai, India",46.91,58
P1043,EcoChoice Shopping Bag,Spacious and foldable shopping bag for groceries and more.,15x10x20 cm,EcoChoice,Shopping Bag,Plastic (general),https://thvnext.bing.com/th/id/OIP.8WaJOSHPgV5eQwQJpsLHzAHaHa?w=193&h=193&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,GreenMart,"Delhi, India",97.03,80
P1048,NatureMark Shopping Bag,Spacious and foldable shopping bag for groceries and more.,32x5x7 cm,NatureMark,Shopping Bag,Concrete,https://thvnext.bing.com/th/id/OIP.Wg3DIG8FpQkq5rCBpygMUgHaJ3?w=145&h=193&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,Nature's Store,"Hyderabad, India",60.87,43
P1057,ReThink Shopping Bag,Spacious and foldable shopping bag for groceries and more.,40x24x12 cm,ReThink,Shopping Bag,Steel (virgin),https://thvnext.bing.com/th/id/OIP.gc9di40bzOlXpJmcrX24EwHaHa?w=186&h=186&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,Verde Suppliers,"Mumbai, India",94.23,63
P1076,Verde Shopping Bag,Spacious and foldable shopping bag for groceries and more.,15x38x14 cm,Verde,Shopping Bag,PVC,https://thvnext.bing.com/th/id/OIP.ehH4SDn9-rXXqCI8gDyOGQHaHR?w=205&h=201&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Hyderabad, India",12.47,59
P1093,SustainAble Shopping Bag,Spacious and foldable shopping bag for groceries and more.,31x5x2 cm,SustainAble,Shopping Bag,PET,https://thvnext.bing.com/th/id/OIP.29mLRoYKM0gCe1tyKrsCLQHaJH?w=163&h=201&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Chennai, India",26.78,24
P1105,EarthWise Shopping Bag,Spacious and foldable shopping bag for groceries and more.,13x43x11 cm,EarthWise,Shopping Bag,Glass (virgin),https://thvnext.bing.com/th/id/OIP.5xlUWMEgA1WIwbNl_cmm8gHaEg?w=307&h=186&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EarthOutlet,"Mumbai, India",50.25,93
P1112,EcoChoice Shopping Bag,Spacious and foldable shopping bag for groceries and more.,23x11x2 cm,EcoChoice,Shopping Bag,PET,https://thvnext.bing.com/th/id/OIP.r82O4JN4FqPiKRNVu3AxFwHaF7?w=231&h=183&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EcoGoods Hub,"Mumbai, India",95.48,93
P1118,PlanetWear Shopping Bag,Spacious and foldable shopping bag for groceries and more.,44x24x18 cm,PlanetWear,Shopping Bag,Paper (recycled),https://thvnext.bing.com/th/id/OIP.f5Wba4mFA-7aNUbpPFK_hgHaHa?w=181&h=182&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Bangalore, India",28.73,45
P1122,EcoLife Shopping Bag,Spacious and foldable shopping bag for groceries and more.,12x10x18 cm,EcoLife,Shopping Bag,Glass (virgin),https://thvnext.bing.com/th/id/OIP.vWIVQMaNiQERvVNEXz3xNgHaHa?w=182&h=182&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Delhi, India",88.78,56
P1137,Verde Shopping Bag,Spacious and foldable shopping bag for groceries and more.,26x25x4 cm,Verde,Shopping Bag,HDPE,https://thvnext.bing.com/th/id/OIP.Sp7GuABIy3RvBY9Ei-0jgQHaHa?w=182&h=182&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Mumbai, India",62.92,89
P1169,Verde Shopping Bag,Spacious and foldable shopping bag for groceries and more.,24x39x8 cm,Verde,Shopping Bag,LDPE,https://thvnext.bing.com/th/id/OIP.bHAfakQ60xGtmwGZfAkKsQHaFt?w=233&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Delhi, India",55.42,96
P1188,EcoNest Shopping Bag,Spacious and foldable shopping bag for groceries and more.,10x27x17 cm,EcoNest,Shopping Bag,Wood (softwood),https://thvnext.bing.com/th/id/OIP.m9SDvXWfYOo2QizxQUDoWQHaFB?w=286&h=194&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Bangalore, India",58.77,39
P1191,Verde Shopping Bag,Spacious and foldable shopping bag for groceries and more.,17x29x17 cm,Verde,Shopping Bag,Plastic (general),https://thvnext.bing.com/th/id/OIP.Do2FC0qTWcQ-QWC3q8rOjQHaIj?w=156&h=180&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EcoGoods Hub,"Mumbai, India",19.82,28
P1195,SustainAble Shopping Bag,Spacious and foldable shopping bag for groceries and more.,50x29x2 cm,SustainAble,Shopping Bag,PET,https://thvnext.bing.com/th/id/OIP.aL7PZTARMHO--Osqnpm4NgHaGm?w=210&h=176&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EarthOutlet,"Hyderabad, India",99.67,84
P1198,SustainAble Shopping Bag,Spacious and foldable shopping bag for groceries and more.,48x11x6 cm,SustainAble,Shopping Bag,HDPE,https://thvnext.bing.com/th/id/OIP.pD8dAFHZ6BoHGYLZYZDUxgHaHa?w=182&h=182&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Delhi, India",26.13,89
P1004,EcoLife Storage Box,Multi-purpose storage box with secure lid.,50x11x12 cm,EcoLife,Storage Box,Paper (recycled),https://tse3.mm.bing.net/th/id/OIP.PK0oXl2ycY2KiTAdQYAlcgHaG_?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,Nature's Store,"Hyderabad, India",11.91,37
P1013,EcoNest Storage Box,Multi-purpose storage box with secure lid.,13x49x15 cm,EcoNest,Storage Box,Plastic (general),https://thvnext.bing.com/th/id/OIP.jZdmFwb1n4IqOuNP56BAMQHaKK?w=141&h=193&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,Verde Suppliers,"Delhi, India",65.37,10
P1028,EcoLife Storage Box,Multi-purpose storage box with secure lid.,5x34x1 cm,EcoLife,Storage Box,Paper (recycled),https://thvnext.bing.com/th/id/OIP.ig-YoH_v1HY7Xf0c4OqEpwHaHa?w=207&h=207&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EcoGoods Hub,"Mumbai, India",79.1,75
P1032,PlanetWear Storage Box,Multi-purpose storage box with secure lid.,11x42x8 cm,PlanetWear,Storage Box,Aluminum (recycled),https://thvnext.bing.com/th/id/OIP.STCIlw3fw1uOLhxNUeNqAwHaHa?w=206&h=206&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Hyderabad, India",75.84,30
P1036,ReThink Storage Box,Multi-purpose storage box with secure lid.,33x15x4 cm,ReThink,Storage Box,PET,https://thvnext.bing.com/th/id/OIP.mGlO889yEzdSdIxwenEqFwHaH0?w=196&h=206&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Hyderabad, India",90.19,32
P1051,Verde Storage Box,Multi-purpose storage box with secure lid.,30x26x2 cm,Verde,Storage Box,Steel (recycled),https://thvnext.bing.com/th/id/OIP.rNVPUydiUb8FWTnUWkooLgHaFq?w=256&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Chennai, India",44.13,25
P1055,EcoNest Storage Box,Multi-purpose storage box with secure lid.,47x43x3 cm,EcoNest,Storage Box,HDPE,https://thvnext.bing.com/th/id/OIP.6BriMMlrSoB-XzRG_b8fUwHaHa?w=196&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Delhi, India",60.91,68
P1059,GreenGear Storage Box,Multi-purpose storage box with secure lid.,35x17x15 cm,GreenGear,Storage Box,Plastic (general),https://thvnext.bing.com/th/id/OIP.jiiukotTk7svFrmja0VDVQHaHa?w=196&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EarthOutlet,"Bangalore, India",72.77,52
P1061,SustainAble Storage Box,Multi-purpose storage box with secure lid.,21x18x10 cm,SustainAble,Storage Box,PET,https://thvnext.bing.com/th/id/OIP.ZBiH4ln5GulQpjdmfk14ywHaHM?w=222&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Mumbai, India",37.32,32
P1067,EcoChoice Storage Box,Multi-purpose storage box with secure lid.,36x39x2 cm,EcoChoice,Storage Box,Copper,https://thvnext.bing.com/th?id=OIF.lkA9Fpzv0WBCSSXG61u%2bWw&w=179&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Bangalore, India",66.4,15
P1072,EcoNest Storage Box,Multi-purpose storage box with secure lid.,20x50x8 cm,EcoNest,Storage Box,Steel (recycled),https://thvnext.bing.com/th/id/OIP.H78xYqo2OzDLfyUEOnbthwHaJ4?w=154&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EarthOutlet,"Chennai, India",16.89,12
P1084,NatureMark Storage Box,Multi-purpose storage box with secure lid.,11x44x8 cm,NatureMark,Storage Box,Steel (recycled),https://thvnext.bing.com/th/id/OIP.-LCgf7w5K8P2SsLlWMH4agHaLH?w=138&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Chennai, India",48.41,39
P1091,SustainAble Storage Box,Multi-purpose storage box with secure lid.,26x29x5 cm,SustainAble,Storage Box,PET,https://thvnext.bing.com/th/id/OIP.mcJVbCsSWkhqg-WYJXtKEwHaGm?w=234&h=209&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,Nature's Store,"Chennai, India",20.89,20
P1099,NatureMark Storage Box,Multi-purpose storage box with secure lid.,37x25x10 cm,NatureMark,Storage Box,HDPE,https://ts1.mm.bing.net/th?id=OIP.84EFW4L5NDEcGuDhbR_TuwHaHa&pid=15.1,EcoGoods Hub,"Delhi, India",40.26,81
P1100,EcoLife Storage Box,Multi-purpose storage box with secure lid.,14x7x15 cm,EcoLife,Storage Box,Wood (softwood),https://thvnext.bing.com/th/id/OIP.44czjYS3hZqXlkDEirbctQHaHJ?w=203&h=196&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,GreenMart,"Delhi, India",72.1,83
P1114,GreenGear Storage Box,Multi-purpose storage box with secure lid.,40x26x5 cm,GreenGear,Storage Box,Glass (virgin),https://thvnext.bing.com/th?id=OIF.lkA9Fpzv0WBCSSXG61u%2bWw&w=179&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Chennai, India",19.59,20
P1121,EcoChoice Storage Box,Multi-purpose storage box with secure lid.,16x28x9 cm,EcoChoice,Storage Box,HDPE,https://thvnext.bing.com/th/id/OIP.szAAKe_-yaRVeC_QRHInTwHaJ4?w=154&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Delhi, India",37.24,40
P1128,EcoNest Storage Box,Multi-purpose storage box with secure lid.,33x36x14 cm,EcoNest,Storage Box,LDPE,https://thvnext.bing.com/th/id/OIP.5kzNsuhdWFAMiW8FN_ostwHaHa?w=206&h=207&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,Verde Suppliers,"Bangalore, India",97.73,97
P1130,EcoNest Storage Box,Multi-purpose storage box with secure lid.,47x49x10 cm,EcoNest,Storage Box,Concrete,https://ts3.mm.bing.net/th?id=OIP.MoJME-qUnPv6OE8j_OM4hwHaHp&pid=15.1,EarthOutlet,"Hyderabad, India",15.7,15
P1131,SustainAble Storage Box,Multi-purpose storage box with secure lid.,40x49x18 cm,SustainAble,Storage Box,Rubber (natural),https://ts2.mm.bing.net/th?id=OIP.hQWMYgFQaUE7Jm09QL65lQHaHa&pid=15.1,Verde Suppliers,"Chennai, India",19.52,17
P1136,EarthWise Storage Box,Multi-purpose storage box with secure lid.,37x29x20 cm,EarthWise,Storage Box,HDPE,https://thvnext.bing.com/th/id/OIP.B4td12pntWdmtP_ud3ZhMQHaHa?w=194&h=193&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EcoGoods Hub,"Delhi, India",60.74,36
P1141,Verde Storage Box,Multi-purpose storage box with secure lid.,28x16x3 cm,Verde,Storage Box,PVC,https://thvnext.bing.com/th/id/OIP.YIbFNyzvkmIaVqEYzrEgOQHaHa?w=194&h=193&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,Verde Suppliers,"Delhi, India",66.98,75
P1160,NatureMark Storage Box,Multi-purpose storage box with secure lid.,29x48x7 cm,NatureMark,Storage Box,Stainless Steel,https://thvnext.bing.com/th/id/OIP.Z4iScfeLSwukycvUMv2xwQHaE7?w=200&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Hyderabad, India",89.22,55
P1162,Verde Storage Box,Multi-purpose storage box with secure lid.,17x50x3 cm,Verde,Storage Box,Cotton (non-organic),https://thvnext.bing.com/th/id/OIP.qp0Yd1BfYLX7aCWumHn06QHaHa?w=196&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Mumbai, India",88.97,83
P1178,Verde Storage Box,Multi-purpose storage box with secure lid.,43x38x13 cm,Verde,Storage Box,Glass (recycled),https://thvnext.bing.com/th/id/OIP.HUELrh_abvKTUBUDbcHLJAAAAA?w=196&h=196&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Hyderabad, India",38.83,94
P1187,EcoChoice Storage Box,Multi-purpose storage box with secure lid.,37x16x13 cm,EcoChoice,Storage Box,Steel (virgin),https://thvnext.bing.com/th/id/OIP.wHAKnMNRDVnpAyfCMAwUkgHaGj?w=196&h=180&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Bangalore, India",67.22,49
P1007,NatureMark Table Lamp,Minimalistic table lamp suitable for study or bedside use.,38x11x17 cm,NatureMark,Table Lamp,Plastic (general),https://tse4.mm.bing.net/th/id/OIP.P0YxkIqtdO_LVIY5UHnvLwHaIJ?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,EarthOutlet,"Mumbai, India",18.53,80
P1015,EcoLife Table Lamp,Minimalistic table lamp suitable for study or bedside use.,43x31x3 cm,EcoLife,Table Lamp,Stainless Steel,https://thvnext.bing.com/th/id/OIP.HsSB21k9VzOa7LXrpCndowHaHa?w=189&h=189&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EarthOutlet,"Chennai, India",88.03,19
P1030,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,39x39x8 cm,ReThink,Table Lamp,PP,https://thvnext.bing.com/th/id/OIP.LqWFVou_DURHtWO8RD-2mAHaIJ?w=172&h=189&c=7&r=0&o=7&cb=thvnext&dpr=1.1&pid=1.7&rm=3,EcoGoods Hub,"Chennai, India",39.82,69
P1044,EcoLife Table Lamp,Minimalistic table lamp suitable for study or bedside use.,34x36x18 cm,EcoLife,Table Lamp,Paper (recycled),https://thvnext.bing.com/th/id/OIP.dDX4FxCt40jl4xiFv8lEsAHaHa?w=215&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Chennai, India",13.64,62
P1077,PlanetWear Table Lamp,Minimalistic table lamp suitable for study or bedside use.,47x8x2 cm,PlanetWear,Table Lamp,PET,https://thvnext.bing.com/th/id/OIP.V1qwLeBwCXixQ27RlALjMAHaGa?w=240&h=208&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Delhi, India",70.7,50
P1078,EarthWise Table Lamp,Minimalistic table lamp suitable for study or bedside use.,19x32x9 cm,EarthWise,Table Lamp,Paper (recycled),https://thvnext.bing.com/th/id/OIP.k0CFMVZxdv2T0_IoV970zgHaHa?w=196&h=197&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Chennai, India",87.44,29
P1088,GreenGear Table Lamp,Minimalistic table lamp suitable for study or bedside use.,29x15x4 cm,GreenGear,Table Lamp,PET,https://thvnext.bing.com/th/id/OIP.V1qwLeBwCXixQ27RlALjMAHaGa?w=240&h=208&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Bangalore, India",58.33,87
P1094,EcoChoice Table Lamp,Minimalistic table lamp suitable for study or bedside use.,42x23x7 cm,EcoChoice,Table Lamp,Aluminum (recycled),https://thvnext.bing.com/th/id/OIP.xBeg7op3nZkfwLCwHJpwHwHaHa?w=214&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Hyderabad, India",26.56,97
P1095,EcoNest Table Lamp,Minimalistic table lamp suitable for study or bedside use.,11x26x14 cm,EcoNest,Table Lamp,Concrete,https://thvnext.bing.com/th/id/OIP.hNz4miPWG2wz8s6HTcH-KQHaHa?w=215&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Bangalore, India",84.58,77
P1096,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,16x15x17 cm,ReThink,Table Lamp,Organic Cotton,https://thvnext.bing.com/th/id/OIP.G3Xp-wSSIp0rYse1mbY9mgHaHa?w=215&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Delhi, India",10.22,10
P1108,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,18x46x14 cm,ReThink,Table Lamp,Steel (virgin),https://thvnext.bing.com/th/id/OIP.k_0e9v8dP6inGgw_5srlfAHaHa?w=214&h=215&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Delhi, India",30.84,100
P1109,EarthWise Table Lamp,Minimalistic table lamp suitable for study or bedside use.,45x8x1 cm,EarthWise,Table Lamp,Stainless Steel,https://thvnext.bing.com/th/id/OIP.i82FBVGWmUzGCdG0YwO6OQAAAA?w=208&h=208&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Bangalore, India",58.01,42
P1116,NatureMark Table Lamp,Minimalistic table lamp suitable for study or bedside use.,14x10x9 cm,NatureMark,Table Lamp,Cotton (non-organic),https://thvnext.bing.com/th/id/OIP.V1qwLeBwCXixQ27RlALjMAHaGa?w=240&h=208&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Verde Suppliers,"Delhi, India",67.91,55
P1127,NatureMark Table Lamp,Minimalistic table lamp suitable for study or bedside use.,14x33x1 cm,NatureMark,Table Lamp,Rubber (natural),https://thvnext.bing.com/th?q=Metal+Art+Table+Lamp&w=120&h=120&c=1&rs=1&qlt=90&cb=1&dpr=1.1&pid=InlineBlock&mkt=en-IN&cc=IN&setlang=en&adlt=strict&t=1&mw=247,Nature's Store,"Hyderabad, India",81.85,82
P1135,EcoLife Table Lamp,Minimalistic table lamp suitable for study or bedside use.,25x19x19 cm,EcoLife,Table Lamp,Paper (recycled),https://thvnext.bing.com/th/id/OIP.yLbvVYtJMBG1_xI39GCxBwHaHa?w=197&h=197&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Hyderabad, India",80.67,42
P1146,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,37x8x7 cm,ReThink,Table Lamp,HDPE,https://thvnext.bing.com/th/id/OIP.DR31nnDcLSHWuAJitchbXgHaHa?w=212&h=212&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,GreenMart,"Delhi, India",33.79,52
P1149,GreenGear Table Lamp,Minimalistic table lamp suitable for study or bedside use.,18x46x13 cm,GreenGear,Table Lamp,Rubber (natural),https://thvnext.bing.com/th/id/OIP.FZXOjMNAv-vPqVJc57-DGQHaHa?w=195&h=195&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Bangalore, India",68,11
P1155,ReThink Table Lamp,Minimalistic table lamp suitable for study or bedside use.,30x17x13 cm,ReThink,Table Lamp,Plastic (general),https://thvnext.bing.com/th/id/OIP.WaTLAjp2AD5phubrACv4uAHaHa?w=195&h=195&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Delhi, India",45.57,13
P1172,GreenGear Table Lamp,Minimalistic table lamp suitable for study or bedside use.,20x29x8 cm,GreenGear,Table Lamp,Copper,https://thvnext.bing.com/th/id/OIP._bbV6VjMIryhB09YDk46oAHaJ3?w=146&h=195&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,Nature's Store,"Delhi, India",42.3,57
P1177,NatureMark Table Lamp,Minimalistic table lamp suitable for study or bedside use.,6x47x3 cm,NatureMark,Table Lamp,LDPE,https://thvnext.bing.com/th/id/OIP.weM8JdtIp-1bH90sVKvCkgHaHa?w=196&h=195&c=7&r=0&o=5&cb=thvnext&dpr=1.1&pid=1.7,EcoGoods Hub,"Bangalore, India",36.1,41
P1001,EarthWise T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,16x30x17 cm,EarthWise,T-shirt,Concrete,https://earthwisedistribution.com/wp-content/uploads/2021/10/F_Back.png,Verde Suppliers,"Mumbai, India",47.65,42
P1009,GreenGear T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,47x13x1 cm,GreenGear,T-shirt,PET,https://tse1.mm.bing.net/th/id/OIP.M-ZhlWjuo-31PJw9hZmaaAHaIz?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,Verde Suppliers,"Mumbai, India",45.02,25
P1018,GreenGear T-shirt,Comfortable and stylish t-shirt suitable for all-day wear.,32x43x3 cm,GreenGear,T-shirt,PP,https://tse2.mm.bing.net/th/id/OIP.S_IZ-iMUsrK8z1tVDVZ6ZQHaHa?cb=thvnext&rs=1&pid=ImgDetMain&o=7&rm=3,GreenMart,"Chennai, India",91.32,65
